Código de Entidad;Descripción de Entidad;Fecha de Información;Nombre completo del Préstamo Prendario;Nombre corto del Préstamo Prendario;Denominación;Monto máximo otorgable;Monto mínimo otorgable;Plazo máximo otorgable;Ingreso mínimo mensual solicitado;Antigüedad laboral mínima (meses);Edad máxima solicitada;Relación cuota/ingreso (%);Relación monto/tasación (%);Destino de los fondos;Beneficiario;Cargo máximo por cancelación anticipada;Tasa efectiva anual máxima;Tipo de Tasa;Costo financiero efectivo total máximo;Cuota inicial a plazo máximo cada $10.000;Territorio de validez de la oferta;Más información
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA COMER;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición de automotores usados;Clientes que acrediten sueldos en la entidad;4,00;116,00;Fija;152,39;816,85;Provincia de Mendoza;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA COMER;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición automotores 0 km;Clientes que acrediten sueldos en la entidad;4,00;116,00;Fija;152,39;816,85;Ciudad Autónoma de Buenos Aires;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA COMER;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición automotores 0 km;Clientes con cuenta en la entidad;4,00;116,00;Fija;152,39;816,85;Provincia de Mendoza;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA COMER;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición automotores 0 km;Clientes con cuenta en la entidad;4,00;116,00;Fija;152,39;816,85;Provincia del Neuquén;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA PROMOCION;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición automotores 0 km;Clientes con cuenta en la entidad;4,00;79,62;Fija;102,42;601,50;Provincia de Buenos Aires;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA PROMOCION;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición de automotores usados;Clientes que acrediten sueldos en la entidad;4,00;79,62;Fija;102,42;601,50;Provincia del Neuquén;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA PROMOCION;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición automotores 0 km;Clientes con cuenta en la entidad;4,00;79,62;Fija;102,42;601,50;Provincia de San Juan;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA COMER;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición automotores 0 km;Clientes con cuenta en la entidad;4,00;116,00;Fija;152,39;816,85;Provincia de San Juan;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA COMER;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición de automotores usados;Clientes que acrediten sueldos en la entidad;4,00;116,00;Fija;152,39;816,85;Provincia de San Juan;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA COMER;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición de automotores usados;Clientes con cuenta en la entidad;4,00;116,00;Fija;152,39;816,85;Provincia de Buenos Aires;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA PROMOCION;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición automotores 0 km;Clientes que acrediten sueldos en la entidad;4,00;79,62;Fija;102,42;601,50;Provincia de San Juan;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA COMER;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición automotores 0 km;Clientes que acrediten sueldos en la entidad;4,00;116,00;Fija;152,39;816,85;Provincia de San Juan;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA COMER;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición automotores 0 km;Clientes que acrediten sueldos en la entidad;4,00;116,00;Fija;152,39;816,85;Provincia de Buenos Aires;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA COMER;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición de automotores usados;Clientes con cuenta en la entidad;4,00;116,00;Fija;152,39;816,85;Provincia de San Juan;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA PROMOCION;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición de automotores usados;Clientes con cuenta en la entidad;4,00;79,62;Fija;102,42;601,50;Provincia de San Juan;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA PROMOCION;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición de automotores usados;Clientes que acrediten sueldos en la entidad;4,00;79,62;Fija;102,42;601,50;Provincia de San Juan;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA COMER;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición de automotores usados;Clientes que acrediten sueldos en la entidad;4,00;116,00;Fija;152,39;816,85;Provincia de San Luis;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA PROMOCION;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición de automotores usados;Clientes con cuenta en la entidad;4,00;79,62;Fija;102,42;601,50;Provincia de San Luis;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA COMER;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición automotores 0 km;Clientes que acrediten sueldos en la entidad;4,00;116,00;Fija;152,39;816,85;Provincia de San Luis;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA PROMOCION;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición de automotores usados;Clientes que acrediten sueldos en la entidad;4,00;79,62;Fija;102,42;601,50;Provincia de San Luis;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA COMER;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición automotores 0 km;Clientes con cuenta en la entidad;4,00;116,00;Fija;152,39;816,85;Provincia de San Luis;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA PROMOCION;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición automotores 0 km;Clientes que acrediten sueldos en la entidad;4,00;79,62;Fija;102,42;601,50;Provincia de San Luis;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA PROMOCION;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición automotores 0 km;Clientes con cuenta en la entidad;4,00;79,62;Fija;102,42;601,50;Provincia de Mendoza;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA PROMOCION;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición de automotores usados;Clientes con cuenta en la entidad;4,00;79,62;Fija;102,42;601,50;Provincia de Buenos Aires;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA COMER;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición de automotores usados;Clientes con cuenta en la entidad;4,00;116,00;Fija;152,39;816,85;Provincia del Neuquén;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA PROMOCION;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición de automotores usados;Clientes que acrediten sueldos en la entidad;4,00;79,62;Fija;102,42;601,50;Provincia de Buenos Aires;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA PROMOCION;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición automotores 0 km;Clientes que acrediten sueldos en la entidad;4,00;79,62;Fija;102,42;601,50;Provincia del Neuquén;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA PROMOCION;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición automotores 0 km;Clientes que acrediten sueldos en la entidad;4,00;79,62;Fija;102,42;601,50;Provincia de Mendoza;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA PROMOCION;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición automotores 0 km;Clientes con cuenta en la entidad;4,00;79,62;Fija;102,42;601,50;Provincia del Neuquén;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA PROMOCION;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición de automotores usados;Clientes que acrediten sueldos en la entidad;4,00;79,62;Fija;102,42;601,50;Provincia de Santa Fe;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA COMER;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición automotores 0 km;Clientes que acrediten sueldos en la entidad;4,00;116,00;Fija;152,39;816,85;Provincia del Neuquén;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA COMER;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición automotores 0 km;Clientes con cuenta en la entidad;4,00;116,00;Fija;152,39;816,85;Provincia de Buenos Aires;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA PROMOCION;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición de automotores usados;Clientes con cuenta en la entidad;4,00;79,62;Fija;102,42;601,50;Provincia del Neuquén;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA COMER;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición automotores 0 km;Clientes que acrediten sueldos en la entidad;4,00;116,00;Fija;152,39;816,85;Provincia de Mendoza;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA COMER;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición de automotores usados;Clientes que acrediten sueldos en la entidad;4,00;116,00;Fija;152,39;816,85;Provincia de Buenos Aires;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA PROMOCION;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición automotores 0 km;Clientes que acrediten sueldos en la entidad;4,00;79,62;Fija;102,42;601,50;Provincia de Buenos Aires;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA COMER;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición de automotores usados;Clientes que acrediten sueldos en la entidad;4,00;116,00;Fija;152,39;816,85;Provincia del Neuquén;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
27;BANCO SUPERVIELLE S.A.;2019-12-17;PRENDARIOS TASA PROMOCION;PRENDARIO;Pesos;1500000;10000;60;25000;12;75;30,00;75,00;Adquisición de automotores usados;Clientes que acrediten sueldos en la entidad;4,00;79,62;Fija;102,42;601,50;Provincia de Mendoza;EL CFTEA INCLUYE CAPITAL E INTERES/ EL CFTEA NO INCLUYE SEGURO DEL AUTOMOVIL
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-09-03;CIUDAD TAXI CABA;CIUDAD TAXI CABA;Pesos;400000;1;48;0;6;66;30,00;80,00;Adquisición para capital de trabajo;Personas humanas en relación de dependencia;3,63;46,78;Fija;55,27;448,36;Ciudad Autónoma de Buenos Aires;NO SE REQUIEREN MONTOS MINISMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-09-03;CIUDAD TAXI CABA;CIUDAD TAXI CABA;Pesos;400000;1;48;0;6;66;30,00;80,00;Adquisición para capital de trabajo;Personas humanas Responsables Inscriptos;3,63;46,78;Fija;55,27;448,36;Ciudad Autónoma de Buenos Aires;NO SE REQUIEREN MONTOS MINISMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN FUNCION DEL PRESTAMO SOLICITADO
29;BANCO DE LA CIUDAD DE BUENOS AIRES;2019-09-03;CIUDAD TAXI CABA;CIUDAD TAXI CABA;Pesos;400000;1;48;0;6;66;30,00;80,00;Adquisición para capital de trabajo;Personas humanas Monotributistas;3,63;46,78;Fija;55,27;448,36;Ciudad Autónoma de Buenos Aires;NO SE REQUIEREN MONTOS MINISMOS YA QUE DE LA EVALUACION CREDITICIA SURGIRA EL MONTO MINIMO EN FUNCION DEL PRESTAMO SOLICITADO
65;BANCO MUNICIPAL DE ROSARIO;2019-10-01;CREDITOS PRENDARIOS CLIENTELA GENERAL O KM Y USADOS;CREDITO PRENDARIO;Pesos;400000;;48;10000;6;65;30,00;85,00;Adquisición automotores 0 km;Personas humanas Responsables Inscriptos;3,63;88,37;Fija;114,28;694,30;Todo el territorio nacional;
65;BANCO MUNICIPAL DE ROSARIO;2019-10-01;CREDITOS PRENDARIOS CLIENTELA GENERAL O KM Y USADOS;CREDITO PRENDARIO;Pesos;400000;;48;10000;6;65;30,00;85,00;Adquisición automotores 0 km;Personas humanas en relación de dependencia;3,63;88,37;Fija;114,28;694,30;Todo el territorio nacional;
65;BANCO MUNICIPAL DE ROSARIO;2019-10-01;CREDITOS PRENDARIOS CLIENTELA GENERAL O KM Y USADOS;CREDITO PRENDARIO;Pesos;400000;;48;10000;6;65;30,00;85,00;Adquisición automotores 0 km;Empleados públicos;3,63;88,37;Fija;114,28;694,30;Todo el territorio nacional;
65;BANCO MUNICIPAL DE ROSARIO;2019-10-01;CREDITOS PRENDARIOS CLIENTELA GENERAL O KM Y USADOS;CREDITO PRENDARIO;Pesos;400000;;48;10000;6;65;30,00;85,00;Adquisición automotores 0 km;Clientes con cuenta en la entidad;3,63;88,37;Fija;114,28;694,30;Todo el territorio nacional;
65;BANCO MUNICIPAL DE ROSARIO;2019-10-01;CREDITOS PRENDARIOS CLIENTELA GENERAL O KM Y USADOS;CREDITO PRENDARIO;Pesos;400000;;48;10000;6;65;30,00;85,00;Adquisición automotores 0 km;Personas humanas Monotributistas;3,63;88,37;Fija;114,28;694,30;Todo el territorio nacional;
72;BANCO SANTANDER RIO S.A.;2019-11-13;SUPER PRESTAMO PRENDARIO ;SUPER PRESTAMO PRENDARIO ;Pesos;1500000;3000;60;23000;6;100;30,00;85,00;Adquisición automotores 0 km;Clientes que acrediten sueldos en la entidad;,05;67,00;Fija;119,13;697,88;Todo el territorio nacional;
72;BANCO SANTANDER RIO S.A.;2019-11-13;SUPER PRESTAMO PRENDARIO ;SUPER PRESTAMO PRENDARIO ;Pesos;1500000;3000;60;23000;6;100;30,00;85,00;Adquisición automotores 0 km;Personas humanas Responsables Inscriptos;,05;67,00;Fija;119,13;697,88;Todo el territorio nacional;
72;BANCO SANTANDER RIO S.A.;2019-11-13;SUPER PRESTAMO PRENDARIO ;SUPER PRESTAMO PRENDARIO ;Pesos;1500000;3000;60;23000;6;100;30,00;85,00;Adquisición automotores 0 km;Personas humanas en relación de dependencia;,05;67,00;Fija;119,13;697,88;Todo el territorio nacional;
72;BANCO SANTANDER RIO S.A.;2019-11-13;SUPER PRESTAMO PRENDARIO ;SUPER PRESTAMO PRENDARIO ;Pesos;1500000;3000;60;23000;6;100;30,00;85,00;Adquisición automotores 0 km;Personas humanas Monotributistas;,05;67,00;Fija;119,13;697,88;Todo el territorio nacional;
72;BANCO SANTANDER RIO S.A.;2019-11-13;SUPER PRESTAMO PRENDARIO ;SUPER PRESTAMO PRENDARIO ;Pesos;1500000;3000;60;23000;6;100;30,00;85,00;Adquisición automotores 0 km;Clientes con cuenta en la entidad;,05;67,00;Fija;119,13;697,88;Todo el territorio nacional;
72;BANCO SANTANDER RIO S.A.;2019-11-13;SUPER PRESTAMO PRENDARIO ;SUPER PRESTAMO PRENDARIO ;Pesos;1500000;3000;60;23000;6;100;30,00;85,00;Adquisición automotores 0 km;Empleados públicos;,05;67,00;Fija;119,13;697,88;Todo el territorio nacional;
83;BANCO DEL CHUBUT S.A.;2019-12-10;PRESTAMOS PRENDARIOS PARA LA ADQUISICION DE VEHICULOS REGISTRABLES NUEVOS O UADOS PARA USO PRIVADO O COMERCIAL;RE 295;Pesos;0;3000;60;0;1;100;30,00;75,00;Adquisición automotores 0 km;Clientes con cuenta en la entidad;,00;74,52;Fija;95,54;606,02;Provincia del Chubut;
94;BANCO DE CORRIENTES S.A.;2019-12-04;LINEA PARA ADQUISICION DE AUTOMOVILES;COMPRA DE AUTOMOVILES;Pesos;400000;5000;48;5000;6;64;45,00;99,00;Adquisición automotores 0 km;Clientes que acrediten sueldos en la entidad;3,00;71,69;Variable;91,75;617,42;Todo el territorio nacional;BADLAR BANCOS PRIVADOS
97;BANCO PROVINCIA DEL NEUQUÉN SOCIEDAD ANÓNIMA;2019-09-05;D60 PRESTAMO PRENDARIO BPN CONFIABLE USADOS 4-5 A.;D60;Pesos;150000;5000;60;12938;6;70;30,00;65,00;Adquisición automotores 0 km;Personas humanas en relación de dependencia;7,26;99,38;Fija;129,36;726,19;Provincia del Neuquén;TRANSCURRIDOS 180 DIAS CORRIDOS DESDE EL OTORGAMIENTO DEL PRESTAMO, NO SE PERCIBIRA CARGO POR CANCELACION ANTICIPADA
97;BANCO PROVINCIA DEL NEUQUÉN SOCIEDAD ANÓNIMA;2019-09-05;D60 PRESTAMO PRENDARIO BPN CONFIABLE 0 KM;D60;Pesos;250000;5000;60;12938;6;70;30,00;80,00;Adquisición automotores 0 km;Personas humanas en relación de dependencia;7,26;99,38;Fija;129,36;726,19;Provincia de Río Negro;TRANSCURRIDOS 180 DIAS CORRIDOS DESDE EL OTORGAMIENTO DEL PRESTAMO, NO SE PERCIBIRA CARGO POR CANCELACION ANTICIPADA
97;BANCO PROVINCIA DEL NEUQUÉN SOCIEDAD ANÓNIMA;2019-09-05;D60 PRESTAMO PRENDARIO BPN CONFIABLE USADOS 1-3 A.;D60;Pesos;150000;5000;60;12938;6;70;30,00;75,00;Adquisición automotores 0 km;Personas humanas en relación de dependencia;7,26;99,38;Fija;129,36;726,19;Provincia de Río Negro;TRANSCURRIDOS 180 DIAS CORRIDOS DESDE EL OTORGAMIENTO DEL PRESTAMO, NO SE PERCIBIRA CARGO POR CANCELACION ANTICIPADA
97;BANCO PROVINCIA DEL NEUQUÉN SOCIEDAD ANÓNIMA;2019-09-05;D60 PRESTAMO PRENDARIO BPN CONFIABLE USADOS 6 A.;D60;Pesos;150000;5000;60;12938;6;70;30,00;55,00;Adquisición automotores 0 km;Personas humanas en relación de dependencia;7,26;99,38;Fija;129,36;726,19;Provincia de Río Negro;TRANSCURRIDOS 180 DIAS CORRIDOS DESDE EL OTORGAMIENTO DEL PRESTAMO, NO SE PERCIBIRA CARGO POR CANCELACION ANTICIPADA
97;BANCO PROVINCIA DEL NEUQUÉN SOCIEDAD ANÓNIMA;2019-09-05;D60 PRESTAMO PRENDARIO BPN CONFIABLE 0 KM;D60;Pesos;250000;5000;60;12938;6;70;30,00;80,00;Adquisición automotores 0 km;Personas humanas Monotributistas;7,26;99,38;Fija;129,36;726,19;Provincia de Río Negro;TRANSCURRIDOS 180 DIAS CORRIDOS DESDE EL OTORGAMIENTO DEL PRESTAMO, NO SE PERCIBIRA CARGO POR CANCELACION ANTICIPADA
97;BANCO PROVINCIA DEL NEUQUÉN SOCIEDAD ANÓNIMA;2019-09-05;D60 PRESTAMO PRENDARIO BPN CONFIABLE USADOS 1-3 A.;D60;Pesos;150000;5000;60;12938;6;70;30,00;75,00;Adquisición automotores 0 km;Personas humanas Monotributistas;7,26;99,38;Fija;129,36;726,19;Provincia de Río Negro;TRANSCURRIDOS 180 DIAS CORRIDOS DESDE EL OTORGAMIENTO DEL PRESTAMO, NO SE PERCIBIRA CARGO POR CANCELACION ANTICIPADA
97;BANCO PROVINCIA DEL NEUQUÉN SOCIEDAD ANÓNIMA;2019-09-05;D60 PRESTAMO PRENDARIO BPN CONFIABLE USADOS 4-5 A.;D60;Pesos;150000;5000;60;12938;6;70;30,00;65,00;Adquisición automotores 0 km;Personas humanas Responsables Inscriptos;7,26;99,38;Fija;129,36;726,19;Provincia de Río Negro;TRANSCURRIDOS 180 DIAS CORRIDOS DESDE EL OTORGAMIENTO DEL PRESTAMO, NO SE PERCIBIRA CARGO POR CANCELACION ANTICIPADA
97;BANCO PROVINCIA DEL NEUQUÉN SOCIEDAD ANÓNIMA;2019-09-05;D60 PRESTAMO PRENDARIO BPN CONFIABLE USADOS 1-3 A.;D60;Pesos;150000;5000;60;12938;6;70;30,00;75,00;Adquisición automotores 0 km;Personas humanas Responsables Inscriptos;7,26;99,38;Fija;129,36;726,19;Provincia de Río Negro;TRANSCURRIDOS 180 DIAS CORRIDOS DESDE EL OTORGAMIENTO DEL PRESTAMO, NO SE PERCIBIRA CARGO POR CANCELACION ANTICIPADA
97;BANCO PROVINCIA DEL NEUQUÉN SOCIEDAD ANÓNIMA;2019-09-05;D60 PRESTAMO PRENDARIO BPN CONFIABLE USADOS 4-5 A.;D60;Pesos;150000;5000;60;12938;6;70;30,00;65,00;Adquisición automotores 0 km;Personas humanas Monotributistas;7,26;99,38;Fija;129,36;726,19;Provincia de Río Negro;TRANSCURRIDOS 180 DIAS CORRIDOS DESDE EL OTORGAMIENTO DEL PRESTAMO, NO SE PERCIBIRA CARGO POR CANCELACION ANTICIPADA
97;BANCO PROVINCIA DEL NEUQUÉN SOCIEDAD ANÓNIMA;2019-09-05;D60 PRESTAMO PRENDARIO BPN CONFIABLE USADOS 4-5 A.;D60;Pesos;150000;5000;60;12938;6;70;30,00;65,00;Adquisición automotores 0 km;Personas humanas en relación de dependencia;7,26;99,38;Fija;129,36;726,19;Provincia de Río Negro;TRANSCURRIDOS 180 DIAS CORRIDOS DESDE EL OTORGAMIENTO DEL PRESTAMO, NO SE PERCIBIRA CARGO POR CANCELACION ANTICIPADA
97;BANCO PROVINCIA DEL NEUQUÉN SOCIEDAD ANÓNIMA;2019-09-05;D60 PRESTAMO PRENDARIO BPN CONFIABLE USADOS 1-3 A.;D60;Pesos;150000;5000;60;12938;6;70;30,00;75,00;Adquisición automotores 0 km;Personas humanas Responsables Inscriptos;7,26;99,38;Fija;129,36;726,19;Provincia del Neuquén;TRANSCURRIDOS 180 DIAS CORRIDOS DESDE EL OTORGAMIENTO DEL PRESTAMO, NO SE PERCIBIRA CARGO POR CANCELACION ANTICIPADA
97;BANCO PROVINCIA DEL NEUQUÉN SOCIEDAD ANÓNIMA;2019-09-05;D60 PRESTAMO PRENDARIO BPN CONFIABLE USADOS 6 A.;D60;Pesos;150000;5000;60;12938;6;70;30,00;55,00;Adquisición automotores 0 km;Personas humanas Responsables Inscriptos;7,26;99,38;Fija;129,36;726,19;Provincia de Río Negro;TRANSCURRIDOS 180 DIAS CORRIDOS DESDE EL OTORGAMIENTO DEL PRESTAMO, NO SE PERCIBIRA CARGO POR CANCELACION ANTICIPADA
